Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,1109.949951,1114.650024,1082.349976,1087.449951,1069.2658689999998,512397.0
2017-01-03,1088.0,1113.900024,1082.050049,1100.599976,1082.195923,957645.0
2017-01-04,1094.0,1107.400024,1093.0,1100.150024,1081.753418,795470.0
2017-01-05,1107.0,1129.849976,1104.050049,1127.550049,1108.6953130000002,2264164.0
2017-01-06,1132.0,1155.0,1130.300049,1144.050049,1124.919434,1139667.0
2017-01-09,1146.099976,1163.449951,1138.099976,1159.25,1139.8652339999999,713170.0
2017-01-10,1170.0,1171.099976,1142.050049,1160.699951,1141.290894,2779939.0
2017-01-11,1185.0,1239.150024,1185.0,1233.800049,1213.168701,5867928.0
2017-01-12,1234.099976,1235.0,1208.349976,1219.900024,1199.500977,1447717.0
2017-01-13,1223.800049,1236.5,1203.0,1215.650024,1195.322144,1059113.0
2017-01-16,1211.900024,1225.400024,1202.0,1217.5,1197.1411130000001,793088.0
2017-01-17,1220.0,1222.599976,1207.849976,1214.099976,1193.797974,935711.0
2017-01-18,1212.650024,1233.0,1212.650024,1227.800049,1207.268921,1190967.0
2017-01-19,1228.099976,1230.050049,1211.0,1220.349976,1199.943481,962484.0
2017-01-20,1219.900024,1240.699951,1209.0,1220.25,1199.845215,1007939.0
2017-01-23,1212.300049,1235.0,1212.0,1231.25,1210.661133,1971140.0
2017-01-24,1235.0,1256.949951,1234.150024,1251.550049,1230.621704,1981467.0
2017-01-25,1259.949951,1269.0,1251.449951,1265.400024,1244.240112,1643736.0
2017-01-27,1265.800049,1269.0,1250.800049,1253.349976,1232.391602,1004052.0
2017-01-30,1251.0,1256.699951,1233.050049,1239.699951,1218.969849,764826.0
2017-01-31,1244.050049,1254.900024,1236.550049,1252.050049,1231.113525,1283594.0
2017-02-01,1261.0,1315.5,1246.0,1307.75,1285.88208,2248341.0
2017-02-02,1305.0,1305.900024,1272.199951,1284.0,1262.529053,1664084.0
2017-02-03,1278.0,1314.699951,1272.0,1303.199951,1281.407959,1485304.0
2017-02-06,1310.0,1335.5,1307.25,1317.050049,1295.026489,1129942.0
2017-02-07,1320.0,1329.949951,1303.099976,1324.25,1302.105957,1535174.0
2017-02-08,1325.699951,1330.0,1300.099976,1319.25,1297.189819,841206.0
2017-02-09,1318.0,1322.949951,1296.75,1304.0,1282.194702,907386.0
2017-02-10,1311.199951,1327.0,1311.199951,1322.5,1300.385376,962807.0
2017-02-13,1328.199951,1341.300049,1318.550049,1339.650024,1317.248657,1283959.0
2017-02-14,1342.849976,1342.849976,1323.099976,1330.400024,1308.15332,728131.0
2017-02-15,1329.0,1331.5,1313.099976,1316.449951,1294.436523,606906.0
2017-02-16,1316.449951,1330.199951,1309.0,1319.5,1297.435547,754405.0
2017-02-17,1335.0,1365.849976,1327.349976,1338.050049,1315.675293,1855056.0
2017-02-20,1336.0,1342.349976,1327.25,1336.449951,1314.102051,344125.0
2017-02-21,1339.699951,1347.400024,1325.0,1331.199951,1308.939819,1661851.0
2017-02-22,1334.0,1339.699951,1321.949951,1326.550049,1304.367798,1723289.0
2017-02-23,1332.400024,1348.0,1329.050049,1340.75,1318.330078,2590362.0
2017-02-27,1340.0,1347.900024,1317.550049,1319.300049,1297.238892,1919392.0
2017-02-28,1324.0,1324.0,1309.050049,1312.599976,1290.6508789999998,704053.0
2017-03-01,1320.5,1334.849976,1315.050049,1326.199951,1304.0234380000002,807113.0
2017-03-02,1335.0,1335.0,1303.650024,1306.449951,1284.60376,633250.0
2017-03-03,1307.699951,1308.0,1287.550049,1299.199951,1277.4748539999998,700768.0
2017-03-06,1306.800049,1328.949951,1303.849976,1319.699951,1297.63208,625628.0
2017-03-07,1315.099976,1336.349976,1310.550049,1330.75,1308.497437,1288272.0
2017-03-08,1332.0,1343.0,1323.25,1327.349976,1305.154175,1492895.0
2017-03-09,1330.0,1337.900024,1322.900024,1326.300049,1304.121826,1446736.0
2017-03-10,1337.0,1341.0,1323.300049,1335.75,1313.413818,1614891.0
2017-03-14,1359.0,1375.0,1345.300049,1354.199951,1331.555054,930423.0
2017-03-15,1363.5,1363.5,1345.550049,1348.349976,1325.803101,1142957.0
2017-03-16,1359.400024,1383.0,1353.25,1376.550049,1353.531616,1144936.0
2017-03-17,1380.5,1395.900024,1368.550049,1383.550049,1360.414551,1757368.0
2017-03-20,1384.900024,1391.099976,1373.699951,1379.599976,1356.530396,951223.0
2017-03-21,1381.0,1396.0,1375.800049,1390.25,1367.002441,906658.0
2017-03-22,1378.349976,1384.449951,1369.5,1376.599976,1353.580688,1449840.0
2017-03-23,1379.099976,1389.849976,1372.0,1383.900024,1360.758667,1541378.0
2017-03-24,1385.0,1404.599976,1380.0,1389.550049,1366.314331,1602574.0
2017-03-27,1383.199951,1413.949951,1382.0,1402.099976,1378.654419,1263226.0
2017-03-28,1418.849976,1418.849976,1401.0,1404.25,1380.768433,1115494.0
2017-03-29,1402.099976,1429.900024,1384.25,1398.300049,1374.9178470000002,1609722.0
2017-03-30,1401.0,1429.400024,1401.0,1422.300049,1398.516602,1430611.0
2017-03-31,1420.0,1431.0,1401.599976,1425.150024,1401.3188480000001,1086863.0
2017-04-03,1425.75,1427.949951,1400.400024,1403.449951,1379.981689,783296.0
2017-04-05,1408.0,1408.0,1393.050049,1400.949951,1377.5235599999999,1461758.0
2017-04-06,1399.0,1426.0,1396.699951,1421.650024,1397.877441,782824.0
2017-04-07,1421.0,1426.25,1403.599976,1412.199951,1388.585449,562553.0
2017-04-10,1412.5,1431.0,1409.050049,1425.349976,1401.5155029999999,725902.0
2017-04-11,1429.949951,1438.199951,1418.5,1424.5,1400.6796880000002,797974.0
2017-04-12,1425.0,1439.949951,1415.0,1437.75,1413.70813,418338.0
2017-04-13,1435.0,1444.349976,1428.099976,1437.699951,1413.658936,582737.0
2017-04-17,1438.0,1442.25,1425.0,1435.25,1411.2498779999999,534509.0
2017-04-18,1432.400024,1444.949951,1428.550049,1431.75,1407.8084720000002,2004482.0
2017-04-19,1440.0,1443.75,1411.550049,1421.599976,1397.828125,3107388.0
2017-04-20,1415.0,1443.150024,1400.050049,1427.599976,1403.727905,2637171.0
2017-04-21,1437.0,1444.449951,1430.050049,1435.0,1411.0040279999998,1735248.0
2017-04-24,1439.0,1443.300049,1431.449951,1433.550049,1409.578491,666961.0
2017-04-25,1437.0,1460.0,1434.0,1453.199951,1428.89978,1439089.0
2017-04-26,1461.0,1470.0,1454.400024,1464.650024,1440.158325,1186077.0
2017-04-27,1462.0,1483.449951,1458.650024,1470.650024,1446.058105,1135148.0
2017-04-28,1470.699951,1480.599976,1440.800049,1444.949951,1420.787842,614095.0
2017-05-02,1454.0,1455.0,1440.150024,1445.800049,1421.623657,955073.0
2017-05-03,1449.900024,1451.449951,1429.0,1438.449951,1414.396362,635349.0
2017-05-04,1446.0,1446.0,1410.099976,1420.25,1396.500732,1452308.0
2017-05-05,1429.949951,1429.949951,1403.699951,1408.050049,1384.504883,1878351.0
2017-05-08,1406.5,1434.800049,1401.800049,1424.849976,1401.023926,1600519.0
2017-05-09,1432.0,1432.0,1415.550049,1420.900024,1397.139893,781989.0
2017-05-10,1425.400024,1435.0,1419.300049,1431.900024,1407.955933,420102.0
2017-05-11,1438.0,1438.0,1420.0,1426.300049,1402.449707,839412.0
2017-05-12,1424.800049,1424.800049,1404.5,1411.75,1388.142822,602647.0
2017-05-15,1414.199951,1422.599976,1403.400024,1416.199951,1392.518555,949033.0
2017-05-16,1417.75,1440.0,1410.449951,1436.949951,1412.921509,744209.0
2017-05-17,1438.0,1448.300049,1420.0,1425.449951,1401.61377,579645.0
2017-05-18,1422.0,1422.0,1388.0,1406.599976,1383.079102,640858.0
2017-05-19,1405.0,1413.25,1383.0,1389.25,1366.019165,1247834.0
2017-05-22,1390.349976,1404.0,1375.199951,1389.300049,1366.068237,936813.0
2017-05-23,1389.300049,1398.900024,1378.5,1393.949951,1370.640625,791125.0
2017-05-24,1403.949951,1422.949951,1392.0,1413.599976,1389.962158,1007226.0
2017-05-25,1420.0,1472.0,1418.050049,1461.599976,1437.159424,1464760.0
2017-05-26,1458.0,1484.800049,1452.800049,1477.699951,1452.98999,766520.0
2017-05-29,1479.0,1504.699951,1473.449951,1490.699951,1465.772705,655977.0
2017-05-30,1484.0,1494.0,1471.0,1473.849976,1449.204468,594316.0
2017-05-31,1474.900024,1487.449951,1472.099976,1480.699951,1455.940063,536696.0
2017-06-01,1470.300049,1500.0,1470.300049,1485.599976,1460.7578130000002,560468.0
2017-06-02,1494.099976,1519.949951,1483.099976,1514.550049,1489.223999,638560.0
2017-06-05,1518.900024,1519.25,1502.599976,1505.25,1480.079346,447987.0
2017-06-06,1509.699951,1523.0,1495.5,1511.0,1485.733276,456242.0
2017-06-07,1512.699951,1520.900024,1502.0,1516.949951,1491.583618,392417.0
2017-06-08,1520.900024,1536.699951,1517.050049,1524.099976,1498.614258,1261815.0
2017-06-09,1520.0,1538.0,1512.949951,1526.849976,1501.3183589999999,724205.0
2017-06-12,1520.0,1524.25,1502.099976,1505.800049,1480.620361,325151.0
2017-06-13,1513.800049,1513.800049,1487.199951,1492.150024,1467.198364,671410.0
2017-06-14,1497.0,1505.599976,1485.150024,1500.099976,1475.0155029999999,1032366.0
2017-06-15,1497.800049,1501.25,1487.449951,1491.0,1466.067749,424499.0
2017-06-16,1492.900024,1513.0,1487.050049,1498.900024,1473.835693,1375090.0
2017-06-19,1503.099976,1521.5,1499.5,1511.349976,1486.077393,692751.0
2017-06-20,1512.099976,1521.449951,1503.550049,1514.949951,1489.6171880000002,472248.0
2017-06-21,1508.300049,1512.0,1489.050049,1494.349976,1469.361694,859762.0
2017-06-22,1497.849976,1506.449951,1487.300049,1490.650024,1465.723633,905839.0
2017-06-23,1493.699951,1503.0,1485.300049,1491.400024,1466.4610599999999,596334.0
2017-06-27,1495.0,1502.0,1485.0,1490.150024,1465.232056,1285379.0
2017-06-28,1486.050049,1499.0,1463.150024,1490.650024,1465.723633,972763.0
2017-06-29,1495.050049,1509.800049,1474.150024,1479.550049,1454.809326,806219.0
2017-06-30,1468.650024,1483.5,1462.300049,1478.949951,1454.219116,806197.0
2017-07-03,1482.900024,1495.599976,1472.75,1490.949951,1466.018555,1167857.0
2017-07-04,1477.050049,1501.0,1477.050049,1497.800049,1472.7540279999998,812900.0
2017-07-05,1505.0,1519.849976,1499.0,1516.349976,1490.9938960000002,498116.0
2017-07-06,1523.5,1523.5,1506.150024,1519.550049,1494.1405029999999,803617.0
2017-07-07,1514.5,1529.900024,1511.550049,1526.300049,1500.7775880000002,840805.0
2017-07-10,1538.900024,1564.949951,1526.5,1560.349976,1534.258057,240968.0
2017-07-11,1565.0,1571.0,1550.650024,1560.699951,1534.602051,2874052.0
2017-07-12,1572.599976,1581.199951,1562.0,1577.0,1550.629761,1550156.0
2017-07-13,1581.0,1585.0,1561.300049,1579.900024,1553.481201,712568.0
2017-07-14,1582.0,1582.900024,1568.650024,1574.5,1548.171509,971789.0
2017-07-17,1576.0,1584.75,1560.0,1581.050049,1554.612061,762299.0
2017-07-18,1575.550049,1581.900024,1564.5,1570.099976,1549.726196,789508.0
2017-07-19,1576.0,1584.0,1569.599976,1574.550049,1554.11853,704416.0
2017-07-20,1579.0,1580.949951,1554.849976,1560.0,1539.757202,747783.0
2017-07-21,1560.0,1568.900024,1551.150024,1566.650024,1546.320923,665760.0
2017-07-24,1565.650024,1565.650024,1549.5,1554.5,1534.3286130000001,980822.0
2017-07-25,1554.0,1556.900024,1539.099976,1542.5,1522.4842529999999,1159201.0
2017-07-26,1543.800049,1585.0,1536.650024,1580.199951,1559.695068,1175988.0
2017-07-27,1587.0,1625.900024,1585.0,1606.699951,1585.851318,1980176.0
