Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,32.324501,33.5098,32.324501,33.3349,16.031584,466065.0
2010-01-05,34.010201,34.073299,32.6451,33.1115,15.92415,318779.0
2010-01-06,33.130901,34.102501000000004,32.567402,33.587601,16.153118,192881.0
2010-01-07,33.995602000000005,33.995602000000005,32.9366,33.383499,16.05496,138877.0
2010-01-08,33.432097999999996,34.879799,33.271801,33.990798999999996,16.347025,312696.0
2010-01-11,34.588299,34.976898,34.1511,34.850601,16.760527,392031.0
2010-01-12,35.657001,36.6675,32.669399,33.539001,16.129744,2213443.0
2010-01-13,33.752701,34.1511,31.4792,31.7707,15.279323000000002,480104.0
2010-01-14,32.071899,33.2281,32.071899,32.6208,15.688157,255522.0
2010-01-15,32.159302000000004,33.130901,32.159302000000004,32.9366,15.840032,119136.0
2010-01-18,33.310699,34.3745,32.548,33.9519,16.32832,320817.0
2010-01-19,33.811001,34.394001,32.6451,32.946301,15.844698999999999,64977.0
2010-01-20,33.713902000000004,33.713902000000004,32.552799,32.960899,15.851719000000001,74857.0
2010-01-21,33.606998,33.606998,31.7707,31.974701,15.377432999999998,141964.0
2010-01-22,31.5861,32.917198,29.735201,32.003899,15.391475,202443.0
2010-01-25,30.702,32.5965,30.702,31.746401000000002,15.267639,70401.0
2010-01-27,31.576401,31.7416,30.604799,30.799101,14.812056,99920.0
2010-01-28,30.7117,31.576401,29.6332,30.8769,14.849475,175642.0
2010-01-29,30.167601,30.604799,29.5361,29.973301,14.414909,299666.0
2010-02-01,30.201598999999998,30.313299,29.948999,30.084999,14.468628,88073.0
2010-02-02,33.811001,33.811001,29.1474,29.336901,14.108849,232621.0
2010-02-03,30.4979,30.4979,28.962799,29.545799,14.209311999999999,107536.0
2010-02-04,29.3466,29.623501,28.9531,29.0648,13.977988,121873.0
2010-02-05,28.5159,29.3417,28.370199,28.5742,13.742045999999998,114298.0
2010-02-08,28.3265,28.856001000000003,27.986401,28.219601,13.571512,84923.0
2010-02-09,28.3216,30.0219,28.1759,28.8025,13.851842000000001,96667.0
2010-02-10,28.564501,29.6332,28.4042,28.5839,13.746711999999999,64009.0
2010-02-11,28.5305,29.0406,28.1759,28.3507,13.63456,55312.0
2010-02-15,28.6422,29.0406,27.6998,28.000999,13.466382000000001,47181.0
2010-02-16,28.190399,28.4673,27.7192,28.2682,13.594883,65326.0
2010-02-17,29.1474,32.693699,28.7637,30.084999,14.468628,2296977.0
2010-02-18,30.118999,30.4105,28.962799,29.273701000000003,14.078451999999999,294736.0
2010-02-19,29.059998999999998,29.7304,28.6714,28.924,13.910276000000001,296949.0
2010-02-22,30.118999,30.118999,28.6131,28.715099,13.809809,123891.0
2010-02-23,28.4771,29.050301,28.4771,28.9191,13.907917999999999,66562.0
2010-02-24,28.817101,28.856001000000003,28.1856,28.3605,13.639276,52337.0
2010-02-25,28.4673,29.050301,27.505501000000002,27.704598999999998,13.323835,247154.0
2010-02-26,27.4715,30.604799,27.4715,29.1814,14.034066000000001,1328309.0
2010-03-02,29.3417,31.464701,29.3417,30.570801,14.702263,650846.0
2010-03-03,31.576401,31.6735,30.604799,31.212,15.010631,335721.0
2010-03-04,31.1975,31.513201000000002,30.896299,31.090598999999997,14.952245000000001,149849.0
2010-03-05,31.556998999999998,31.576401,30.6194,31.3141,15.059733,114586.0
2010-03-08,31.7707,32.062199,31.095501000000002,31.168301,14.989614000000001,97151.0
2010-03-09,31.459801000000002,31.576401,30.6534,31.3335,15.069066000000001,172214.0
2010-03-10,31.382099,31.663798999999997,30.906,31.207199,15.008322,69516.0
2010-03-11,31.148899,31.440399,30.118999,30.376499,14.608820000000001,141892.0
2010-03-12,30.5951,31.3335,30.313299,31.071199,14.942916,127977.0
2010-03-15,30.629101000000002,31.212,30.118999,30.395901000000002,14.618147,46306.0
2010-03-16,30.3813,30.872,29.9781,30.2939,14.569095,34130.0
2010-03-17,30.993401000000002,30.993401000000002,30.148198999999998,30.4445,14.641520000000002,28335.0
2010-03-18,31.576401,31.576401,30.221001,30.3619,14.601795999999998,35972.0
2010-03-19,30.313299,30.8477,30.2162,30.2307,14.538699,43002.0
2010-03-22,29.7304,30.5077,29.7304,30.182199,14.515376999999999,121431.0
2010-03-23,30.702,30.702,29.6429,29.8032,14.333103,101062.0
2010-03-25,29.6332,29.6332,29.4389,29.599199,14.234995999999999,93353.0
2010-03-26,29.7304,31.1635,29.5798,30.4445,14.641520000000002,439325.0
2010-03-29,30.6534,31.9505,30.313299,30.6437,14.73732,254863.0
2010-03-30,30.896299,31.867901,30.77,31.4258,15.113453,165184.0
2010-03-31,31.4792,31.576401,30.7603,31.124599,14.968598000000002,60540.0
2010-04-01,30.799101,31.7707,30.799101,31.6444,15.218585000000001,130087.0
2010-04-05,31.746401000000002,32.353699,31.3529,32.033001,15.405470999999999,137292.0
2010-04-06,32.548,32.82,31.629801,32.1982,15.48492,79139.0
2010-04-07,32.518799,32.742298,32.154499,32.625702000000004,15.690516,124416.0
2010-04-08,32.203098,32.751999,32.203098,32.4557,15.608757999999998,272916.0
2010-04-09,32.8395,33.130901,32.071899,32.708302,15.73024,172276.0
2010-04-12,32.926899,34.4911,32.7472,34.2579,16.475481,450420.0
2010-04-13,34.015099,35.258701,33.3349,34.326,16.508228,390991.0
2010-04-15,34.4911,34.4911,33.4272,33.5438,16.132053,233702.0
2010-04-16,33.130901,36.240002000000004,33.130901,35.797901,17.216105,1158421.0
2010-04-19,35.511299,37.104698,34.005299,36.424599,17.5175,611292.0
2010-04-20,36.633499,38.814701,36.628601,37.488499,18.029158,2103149.0
2010-04-21,37.862499,39.125599,37.114399,38.8438,18.680951999999998,732414.0
2010-04-22,38.8633,39.314999,37.993697999999995,39.154701,18.830477,524516.0
2010-04-23,39.2519,39.737701,38.493999,39.470501,18.982355,208742.0
2010-04-26,39.6357,40.223499,38.974998,39.694,19.089836,196679.0
2010-04-27,39.873699,41.185299,39.290699,40.762699,19.603801999999998,362924.0
2010-04-28,40.320599,41.530201,39.737701,40.859901,19.650547,565202.0
2010-04-29,39.839698999999996,41.4865,39.839698999999996,41.350497999999995,19.886488,304339.0
2010-04-30,41.8703,43.3325,40.820999,41.6614,20.036009,348432.0
2010-05-03,41.6614,42.555302000000005,38.4552,41.365101,19.893513000000002,856964.0
2010-05-04,41.875099,42.346401,40.903599,41.1562,19.793045000000003,226517.0
2010-05-05,40.320599,47.6269,39.931999,42.977901,20.669145999999998,4708242.0
2010-05-06,43.041,43.453998999999996,41.617699,41.9772,20.187881,650836.0
2010-05-07,39.834801,41.7197,38.9604,41.3311,19.877163,273760.0
2010-05-10,40.330299,44.1875,40.330299,42.346401,20.365444,921415.0
2010-05-11,42.9925,43.6726,41.112499,41.705101,20.057024,911895.0
2010-05-12,42.263802,43.526798,41.981998,42.540699,20.458887,667397.0
2010-05-13,42.739899,47.209099,42.263802,46.213299,22.22513,5047545.0
2010-05-14,46.8302,49.0648,45.771198,47.816399,22.996101,4610824.0
2010-05-17,46.859402,49.550598,46.150101,47.986401,23.07786,1313344.0
2010-05-18,48.579102,49.0648,46.635899,46.927399,22.56856,462061.0
2010-05-19,46.927399,46.927399,44.3867,46.043201,22.14333,2174867.0
2010-05-20,46.150101,47.1217,44.789902000000005,45.878101,22.063929,347722.0
2010-05-21,45.654598,46.247299,44.449799,46.125801,22.18305,3961943.0
2010-05-24,45.334,46.344398,42.7981,43.896,21.110682,203699.0
2010-05-25,42.846699,43.429699,40.825802,42.098597999999996,20.246269,209329.0
2010-05-26,41.680801,44.352699,41.680801,43.803699,21.066295999999998,331398.0
2010-05-27,44.401299,45.081402000000004,42.987598,44.819,21.554579,138640.0
2010-05-28,45.664299,45.950901,43.536598,44.979401,21.631721,92962.0
2010-05-31,44.799599,44.974499,43.245098,44.342999,21.325657,122141.0
2010-06-01,45.178501000000004,46.067501,44.5956,45.654598,21.956438000000002,235431.0
2010-06-02,45.178501000000004,46.150101,45.178501000000004,45.722599,21.989141,152185.0
2010-06-03,45.858601,46.150101,44.7024,45.338799,21.804564000000003,165740.0
2010-06-04,45.3923,46.4319,44.7024,46.1404,22.190073,398289.0
2010-06-07,47.6269,47.6269,44.687901000000004,44.746201,21.519566,103440.0
2010-06-08,44.741299,46.135502,44.207001,44.459599,21.381731,118312.0
2010-06-09,45.105701,47.024502000000005,45.105701,46.120998,22.180742000000002,1258927.0
2010-06-10,46.4319,46.4319,45.586601,46.145199,22.192379000000003,303166.0
2010-06-11,46.344398,46.635899,45.081402000000004,45.1688,21.722807,113465.0
2010-06-14,46.130699,46.130699,45.008499,45.479698,21.872326,102462.0
2010-06-15,45.6595,46.441601,45.372799,46.184101,22.211085999999998,364529.0
2010-06-16,46.626202,46.626202,45.761501,46.130699,22.185408,453138.0
2010-06-17,46.150101,46.242401,45.280499,46.145199,22.192379000000003,1238394.0
2010-06-18,45.664299,46.150101,45.5672,46.1404,22.190073,1085910.0
2010-06-21,46.150101,46.247299,45.955799,46.145199,22.192379000000003,809073.0
2010-06-22,46.135502,46.184101,45.955799,46.150101,22.194738,511074.0
2010-06-23,45.858601,46.150101,45.858601,46.130699,22.185408,67745.0
2010-06-24,46.150101,46.150101,46.067501,46.150101,22.194738,503869.0
2010-06-25,46.150101,46.635899,45.7323,46.125801,22.18305,205212.0
2010-06-28,45.955799,46.150101,45.377701,45.737202,21.996164,336843.0
2010-06-29,46.0481,46.150101,44.9016,45.1931,21.734491000000002,151351.0
2010-06-30,44.692699,46.150101,44.692699,46.130699,22.185408,379248.0
2010-07-01,45.664299,46.043201,44.5956,44.974499,21.629360000000002,233609.0
2010-07-02,44.9356,47.102299,44.556702,45.994701,22.120003,891516.0
2010-07-05,46.1064,49.924702,45.7663,47.942699,23.056843,3009568.0
2010-07-06,48.472198,49.453499,47.806702,48.943401,23.538109,2067043.0
2010-07-07,50.0364,50.0364,48.3848,49.055099,23.591827,663866.0
2010-07-08,49.3563,49.545799,48.481899,49.225201,26.972702,455700.0
2010-07-09,49.210602,50.813702,48.880199,49.560398,27.156368,2749960.0
2010-07-12,49.744999,52.407101000000004,49.560398,49.910099,27.347984000000004,1339991.0
2010-07-13,50.0364,52.271099,50.0364,51.867901,28.420757000000002,568630.0
2010-07-14,52.4557,53.437,51.022597999999995,52.008701,28.497904,1143085.0
2010-07-15,52.008701,52.149601000000004,51.007999,51.5229,28.231718,308662.0
2010-07-16,51.5229,54.019901000000004,51.338299,52.917198,28.995715999999998,1027336.0
2010-07-19,48.933701,54.394001,48.933701,53.4175,29.269852,568414.0
2010-07-20,53.777,54.1171,51.202301,52.659698,28.854615999999996,385722.0
2010-07-21,52.756901,54.194801,52.271099,53.446701000000004,29.285849,3645974.0
2010-07-22,53.912997999999995,54.738898999999996,52.076801,52.217602,28.612371000000003,438471.0
2010-07-23,53.330101,53.330101,50.731097999999996,51.148899,28.026781,362162.0
2010-07-26,47.962101000000004,53.432097999999996,47.962101000000004,52.557701,28.798727000000003,468103.0
2010-07-27,52.6306,53.631302000000005,51.746399,53.198898,29.150066,539358.0
2010-07-28,53.437,55.768799,52.008701,53.6119,29.376365999999997,1152112.0
2010-07-29,52.960899,55.185798999999996,52.960899,54.787498,30.020533,457224.0
2010-07-30,54.612598,56.2108,53.631302000000005,55.283001,30.292046000000003,1155910.0
2010-08-02,55.958199,57.129002,53.6507,55.827099,30.590179,360814.0
2010-08-03,56.254601,56.740299,55.001202,55.3316,30.318676,302589.0
