Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,852.0,873.900024,842.0,870.0499880000001,862.82251,949967.0
2017-01-03,870.0,889.0,859.25,884.0,876.656616,1260264.0
2017-01-04,887.099976,891.0,868.0,871.900024,864.6572269999999,971428.0
2017-01-05,883.349976,903.0,875.0499880000001,899.75,892.275757,1423447.0
