Date,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume
2010-01-04,0,32.324501,33.5098,32.324501,33.3349,16.031584,466065.0
2010-01-05,1,34.010201,34.073299,32.6451,33.1115,15.92415,318779.0
2010-01-06,2,33.130901,34.102501000000004,32.567402,33.587601,16.153118,192881.0
2010-01-07,3,33.995602000000005,33.995602000000005,32.9366,33.383499,16.05496,138877.0
2010-01-08,4,33.432098,34.879799,33.271801,33.990799,16.347025,312696.0
2010-01-11,5,34.588299,34.976898,34.1511,34.850601,16.760527,392031.0
2010-01-12,6,35.657001,36.6675,32.669399,33.539001,16.129744,2213443.0
2010-01-13,7,33.752701,34.1511,31.4792,31.7707,15.279323000000002,480104.0
2010-01-14,8,32.071899,33.2281,32.071899,32.6208,15.688157,255522.0
2010-01-15,9,32.159302000000004,33.130901,32.159302000000004,32.9366,15.840032,119136.0
2010-01-18,10,33.310699,34.3745,32.548,33.9519,16.32832,320817.0
2010-01-19,11,33.811001,34.394001,32.6451,32.946301,15.844699,64977.0
2010-01-20,12,33.713902000000004,33.713902000000004,32.552799,32.960899,15.851719,74857.0
2010-01-21,13,33.606998,33.606998,31.7707,31.974701,15.377432999999998,141964.0
2010-01-22,14,31.5861,32.917198,29.735201,32.003899,15.391475,202443.0
2010-01-25,15,30.701999999999998,32.5965,30.701999999999998,31.746401,15.267639,70401.0
2010-01-27,16,31.576401,31.7416,30.604799,30.799101,14.812056,99920.0
2010-01-28,17,30.7117,31.576401,29.6332,30.8769,14.849475,175642.0
2010-01-29,18,30.167601,30.604799,29.5361,29.973301,14.414909,299666.0
2010-02-01,19,30.201599,30.313299,29.948999,30.084999,14.468628,88073.0
2010-02-02,20,33.811001,33.811001,29.1474,29.336901,14.108849,232621.0
2010-02-03,21,30.4979,30.4979,28.962799,29.545799,14.209312,107536.0
2010-02-04,22,29.3466,29.623501,28.9531,29.0648,13.977988,121873.0
2010-02-05,23,28.5159,29.3417,28.370199,28.5742,13.742045999999998,114298.0
2010-02-08,25,28.3265,28.856001000000006,27.986401,28.219601,13.571512,84923.0
2010-02-09,26,28.3216,30.0219,28.1759,28.8025,13.851842,96667.0
2010-02-10,27,28.564501,29.6332,28.4042,28.5839,13.746712,64009.0
2010-02-11,28,28.5305,29.0406,28.1759,28.3507,13.63456,55312.0
2010-02-15,29,28.6422,29.0406,27.6998,28.000999,13.466382,47181.0
2010-02-16,30,28.190399,28.4673,27.7192,28.2682,13.594883,65326.0
2010-02-17,31,29.1474,32.693699,28.7637,30.084999,14.468628,2296977.0
2010-02-18,32,30.118999,30.4105,28.962799,29.273701000000006,14.078452,294736.0
2010-02-19,33,29.059999,29.7304,28.6714,28.924,13.910276,296949.0
2010-02-22,34,30.118999,30.118999,28.6131,28.715099,13.809809,123891.0
2010-02-23,35,28.4771,29.050301,28.4771,28.9191,13.907918,66562.0
2010-02-24,36,28.817101,28.856001000000006,28.1856,28.3605,13.639276,52337.0
2010-02-25,37,28.4673,29.050301,27.505501,27.704599,13.323835,247154.0
2010-02-26,38,27.4715,30.604799,27.4715,29.1814,14.034066,1328309.0
2010-03-02,39,29.3417,31.464701,29.3417,30.570801,14.702263,650846.0
2010-03-03,40,31.576401,31.6735,30.604799,31.212,15.010631,335721.0
2010-03-04,41,31.1975,31.513201,30.896299,31.090599,14.952245,149849.0
2010-03-05,42,31.556999,31.576401,30.6194,31.3141,15.059733,114586.0
2010-03-08,43,31.7707,32.062199,31.095501,31.168301,14.989614,97151.0
2010-03-09,44,31.459801,31.576401,30.6534,31.3335,15.069066,172214.0
2010-03-10,45,31.382099,31.663799,30.906,31.207199,15.008322,69516.0
2010-03-11,46,31.148899,31.440399,30.118999,30.376499,14.60882,141892.0
2010-03-12,47,30.5951,31.3335,30.313299,31.071199,14.942916,127977.0
2010-03-15,48,30.629101,31.212,30.118999,30.395901,14.618147,46306.0
2010-03-16,49,30.3813,30.872,29.9781,30.2939,14.569095,34130.0
2010-03-17,50,30.993401,30.993401,30.148199,30.4445,14.641520000000002,28335.0
2010-03-18,51,31.576401,31.576401,30.221001,30.3619,14.601795999999998,35972.0
2010-03-19,52,30.313299,30.8477,30.2162,30.2307,14.538699,43002.0
2010-03-22,53,29.7304,30.5077,29.7304,30.182199,14.515377,121431.0
2010-03-23,54,30.701999999999998,30.701999999999998,29.6429,29.8032,14.333103,101062.0
2010-03-25,55,29.6332,29.6332,29.4389,29.599199,14.234996,93353.0
2010-03-26,56,29.7304,31.1635,29.5798,30.4445,14.641520000000002,439325.0
2010-03-29,57,30.6534,31.9505,30.313299,30.6437,14.73732,254863.0
2010-03-30,58,30.896299,31.867901,30.77,31.4258,15.113453,165184.0
2010-03-31,59,31.4792,31.576401,30.7603,31.124599,14.968598000000002,60540.0
2010-04-01,60,30.799101,31.7707,30.799101,31.6444,15.218585,130087.0
2010-04-05,61,31.746401,32.353699,31.3529,32.033001,15.405471,137292.0
2010-04-06,62,32.548,32.82,31.629801,32.1982,15.48492,79139.0
2010-04-07,63,32.518799,32.742298,32.154499,32.625702000000004,15.690516,124416.0
2010-04-08,64,32.203098,32.751999,32.203098,32.4557,15.608757999999998,272916.0
2010-04-09,65,32.8395,33.130901,32.071899,32.708302,15.73024,172276.0
2010-04-12,66,32.926899,34.4911,32.7472,34.2579,16.475481,450420.0
2010-04-13,67,34.015099,35.258701,33.3349,34.326,16.508228,390991.0
2010-04-15,68,34.4911,34.4911,33.4272,33.5438,16.132053,233702.0
2010-04-16,69,33.130901,36.240002,33.130901,35.797901,17.216105,1158421.0
2010-04-19,70,35.511299,37.104698,34.005299,36.424599,17.5175,611292.0
2010-04-20,71,36.633499,38.814701,36.628601,37.488499,18.029158,2103149.0
2010-04-21,72,37.862499,39.125599,37.114399,38.8438,18.680952,732414.0
2010-04-22,73,38.8633,39.314999,37.993698,39.154701,18.830477,524516.0
2010-04-23,74,39.2519,39.737701,38.493999,39.470501,18.982355,208742.0
2010-04-26,75,39.6357,40.223499,38.974998,39.694,19.089836,196679.0
2010-04-27,76,39.873699,41.185299,39.290699,40.762699,19.603802,362924.0
2010-04-28,77,40.320599,41.530201,39.737701,40.859901,19.650547,565202.0
2010-04-29,78,39.839699,41.4865,39.839699,41.350498,19.886488,304339.0
2010-04-30,79,41.8703,43.3325,40.820999,41.6614,20.036009,348432.0
2010-05-03,80,41.6614,42.55530200000001,38.4552,41.365101,19.893513,856964.0
2010-05-04,81,41.875099,42.346401,40.903599,41.1562,19.793045000000006,226517.0
2010-05-05,82,40.320599,47.6269,39.931999,42.977901,20.669146,4708242.0
2010-05-06,83,43.041000000000004,43.453999,41.617699,41.9772,20.187881,650836.0
2010-05-07,84,39.834801,41.7197,38.9604,41.3311,19.877163,273760.0
2010-05-10,85,40.330299,44.1875,40.330299,42.346401,20.365444,921415.0
2010-05-11,86,42.9925,43.6726,41.112499,41.705101,20.057024,911895.0
2010-05-12,87,42.263802,43.526798,41.981998,42.540699,20.458887,667397.0
2010-05-13,88,42.739899,47.209099,42.263802,46.213299,22.22513,5047545.0
2010-05-14,89,46.8302,49.0648,45.771198,47.816399,22.996101,4610824.0
2010-05-17,90,46.859402,49.550598,46.150101,47.986401,23.07786,1313344.0
2010-05-18,91,48.579102,49.0648,46.635899,46.927399,22.56856,462061.0
2010-05-19,92,46.927399,46.927399,44.3867,46.043201,22.14333,2174867.0
2010-05-20,93,46.150101,47.1217,44.78990200000001,45.878101,22.063929,347722.0
2010-05-21,94,45.654598,46.247299,44.449799,46.125801,22.18305,3961943.0
2010-05-24,95,45.333999999999996,46.344398,42.7981,43.896,21.110682,203699.0
2010-05-25,96,42.846699,43.429699,40.825802,42.098598,20.246269,209329.0
2010-05-26,97,41.680801,44.352699,41.680801,43.803699,21.066296,331398.0
2010-05-27,98,44.401299,45.081402,42.987598,44.818999999999996,21.554579,138640.0
2010-05-28,99,45.664299,45.950901,43.536598,44.979401,21.631721,92962.0
2010-05-31,100,44.799599,44.974499,43.245098,44.342999,21.325657,122141.0
2010-06-01,101,45.178501,46.067501,44.5956,45.654598,21.956438,235431.0
2010-06-02,102,45.178501,46.150101,45.178501,45.722599,21.989141,152185.0
2010-06-03,103,45.858601,46.150101,44.7024,45.338799,21.804564000000006,165740.0
2010-06-04,104,45.3923,46.4319,44.7024,46.1404,22.190073,398289.0
2010-06-07,105,47.6269,47.6269,44.687901,44.746201,21.519566,103440.0
2010-06-08,106,44.741299,46.135502,44.207001,44.459599,21.381731,118312.0
2010-06-09,107,45.105701,47.02450200000001,45.105701,46.120998,22.180742,1258927.0
2010-06-10,108,46.4319,46.4319,45.586601,46.145199,22.192379000000006,303166.0
2010-06-11,109,46.344398,46.635899,45.081402,45.1688,21.722807,113465.0
2010-06-14,110,46.130699,46.130699,45.008499,45.479698,21.872326,102462.0
2010-06-15,111,45.6595,46.441601,45.372799,46.184101,22.211086,364529.0
2010-06-16,112,46.626202,46.626202,45.761501,46.130699,22.185408,453138.0
2010-06-17,113,46.150101,46.242401,45.280499,46.145199,22.192379000000006,1238394.0
2010-06-18,114,45.664299,46.150101,45.5672,46.1404,22.190073,1085910.0
2010-06-21,115,46.150101,46.247299,45.955799,46.145199,22.192379000000006,809073.0
2010-06-22,116,46.135502,46.184101,45.955799,46.150101,22.194738,511074.0
2010-06-23,117,45.858601,46.150101,45.858601,46.130699,22.185408,67745.0
2010-06-24,118,46.150101,46.150101,46.067501,46.150101,22.194738,503869.0
2010-06-25,119,46.150101,46.635899,45.7323,46.125801,22.18305,205212.0
2010-06-28,120,45.955799,46.150101,45.377701,45.737202,21.996164,336843.0
2010-06-29,121,46.0481,46.150101,44.9016,45.1931,21.734491,151351.0
2010-06-30,122,44.692699,46.150101,44.692699,46.130699,22.185408,379248.0
2010-07-01,123,45.664299,46.043201,44.5956,44.974499,21.62936,233609.0
2010-07-02,124,44.9356,47.102299,44.556702,45.994701,22.120003,891516.0
2010-07-05,125,46.1064,49.924702,45.7663,47.942699,23.056843,3009568.0
2010-07-06,126,48.472198,49.453499,47.806702,48.943401,23.538109,2067043.0
2010-07-07,127,50.0364,50.0364,48.3848,49.055099,23.591827,663866.0
2010-07-08,128,49.3563,49.545799,48.481899,49.225201,26.972702,455700.0
2010-07-09,129,49.210602,50.813702,48.880199,49.560398,27.156368,2749960.0
2010-07-12,130,49.744999,52.407101,49.560398,49.910099,27.347984000000004,1339991.0
2010-07-13,131,50.0364,52.271099,50.0364,51.867901,28.420757,568630.0
2010-07-14,132,52.4557,53.437,51.022598,52.008701,28.497904,1143085.0
2010-07-15,133,52.008701,52.149601,51.007999,51.5229,28.231718,308662.0
2010-07-16,134,51.5229,54.019901,51.338299,52.917198,28.995716,1027336.0
2010-07-19,135,48.933701,54.394001,48.933701,53.4175,29.269852,568414.0
2010-07-20,136,53.777,54.1171,51.202301,52.659698,28.854616,385722.0
2010-07-21,137,52.756901,54.194801,52.271099,53.446701,29.285849,3645974.0
2010-07-22,138,53.912998,54.738899,52.076801,52.217602,28.612371000000003,438471.0
2010-07-23,139,53.330101,53.330101,50.731098,51.148899,28.026781,362162.0
2010-07-26,140,47.962101,53.432098,47.962101,52.557701,28.798727000000003,468103.0
2010-07-27,141,52.6306,53.63130200000001,51.746399,53.198898,29.150066,539358.0
2010-07-28,142,53.437,55.768799,52.008701,53.6119,29.376366,1152112.0
2010-07-29,143,52.960899,55.185799,52.960899,54.787498,30.020533,457224.0
2010-07-30,144,54.612598,56.2108,53.63130200000001,55.283001,30.292046000000006,1155910.0
2010-08-02,145,55.958199,57.129002,53.6507,55.827099,30.590179,360814.0
2010-08-03,146,56.254601,56.740299,55.001202,55.3316,30.318676,302589.0
2010-08-04,147,56.0602,56.740299,54.418301,56.390598,30.898947,414716.0
2010-08-05,148,56.740299,56.740299,55.865898,56.0359,30.704592,429557.0
2010-08-06,149,55.477299,58.197701,55.477299,57.260101,31.375385,1251630.0
