Date,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume
2018-01-01,1980,581.950012,587.5,574.700012,579.200012,569.5943599999998,1102118.0
2018-01-02,1981,581.0,584.0,576.099976,578.150024,568.5617679999998,769766.0
2018-01-03,1982,580.0,581.950012,577.5,579.75,570.135254,1207540.0
2018-01-04,1983,580.0,581.0,574.75,580.0,570.381042,1456032.0
2018-01-05,1984,580.599976,590.049988,578.5,586.849976,577.117432,1568108.0
2018-01-08,1985,588.900024,599.049988,587.650024,593.900024,584.050537,2621722.0
2018-01-09,1986,593.099976,593.599976,578.799988,580.049988,570.430237,3938517.0
2018-01-10,1987,582.0,586.5,579.0,580.5,570.872742,3939541.0
2018-01-11,1988,581.900024,583.25,577.400024,580.0,570.381042,3333739.0
2018-01-12,1989,584.0,598.450012,579.650024,591.0,581.198669,9177336.0
2018-01-15,1990,595.950012,610.700012,595.75,606.150024,596.097412,2944837.0
2018-01-16,1991,610.400024,618.299988,607.5,613.400024,603.227173,4805427.0
2018-01-17,1992,615.950012,616.450012,584.799988,593.099976,583.2637940000002,8594970.0
2018-01-18,1993,604.0,604.349976,588.75,595.849976,585.968201,4229588.0
2018-01-19,1994,590.0,602.900024,585.0,600.349976,590.393555,1852650.0
2018-01-22,1995,599.799988,616.700012,598.0,608.849976,598.752563,2713393.0
2018-01-23,1996,605.400024,608.0,591.549988,597.150024,587.246704,2448720.0
2018-01-24,1997,596.900024,611.25,590.0,603.200012,593.19635,3537117.0
2018-01-25,1998,603.0,606.599976,592.599976,595.849976,585.968201,1782889.0
2018-01-29,1999,599.0,619.0,599.0,608.900024,598.801819,4384110.0
2018-01-30,2000,610.450012,610.450012,597.099976,603.0,592.999634,1627474.0
2018-01-31,2001,600.0,607.200012,589.450012,593.700012,583.853882,1844853.0
2018-02-01,2002,599.5,600.450012,585.5,594.950012,585.083191,1806045.0
2018-02-02,2003,588.0,594.549988,577.299988,586.099976,576.3798830000002,1443177.0
2018-02-05,2004,576.0,586.099976,573.599976,582.700012,573.036255,1228509.0
2018-02-06,2005,565.0,576.849976,558.049988,571.75,562.267883,1296900.0
2018-02-07,2006,582.900024,585.950012,573.25,581.150024,571.512024,1708635.0
2018-02-08,2007,581.799988,592.299988,581.150024,584.799988,575.10144,1194015.0
2018-02-09,2008,579.400024,584.900024,575.549988,580.950012,571.315308,868462.0
2018-02-12,2009,585.0,589.799988,579.0,584.5,574.806458,908184.0
2018-02-14,2010,585.0,586.650024,572.099976,576.599976,567.037415,672167.0
2018-02-15,2011,576.900024,580.599976,565.099976,570.900024,561.432007,1621559.0
2018-02-16,2012,580.0,581.5,565.549988,569.599976,560.153503,1908094.0
2018-02-19,2013,569.900024,571.400024,553.400024,567.950012,558.530945,1708758.0
2018-02-20,2014,570.0,573.599976,561.400024,570.75,561.284485,1080131.0
2018-02-21,2015,572.0,577.75,570.0,573.099976,563.595459,1201048.0
2018-02-22,2016,570.0,572.099976,565.0,567.049988,557.645874,1898985.0
2018-02-23,2017,570.0,574.0,566.599976,569.950012,560.497742,1052867.0
2018-02-26,2018,571.5,587.299988,569.0,585.450012,575.740662,1041351.0
2018-02-27,2019,585.450012,589.0,575.0,576.5,566.939148,1137417.0
2018-02-28,2020,572.0,573.900024,564.200012,565.349976,555.973999,1239880.0
2018-03-01,2021,563.950012,568.900024,551.599976,555.400024,546.189087,1671540.0
2018-03-05,2022,554.900024,557.599976,546.950012,551.849976,542.697937,1269210.0
2018-03-06,2023,554.5,569.5,553.700012,559.5,550.221069,2853083.0
2018-03-07,2024,562.400024,568.700012,556.0,565.099976,555.728149,2115998.0
2018-03-08,2025,565.900024,570.0,560.25,563.5,554.154663,1291874.0
2018-03-09,2026,566.0,572.5,564.900024,568.5,559.071838,1112161.0
2018-03-12,2027,575.0,578.0,565.099976,576.25,566.693298,894309.0
2018-03-13,2028,572.0,580.349976,570.25,579.150024,569.545227,1279371.0
2018-03-14,2029,574.549988,581.849976,570.900024,576.599976,567.037415,844455.0
2018-03-15,2030,577.049988,578.599976,568.599976,570.400024,560.940308,948246.0
2018-03-16,2031,570.400024,580.950012,569.099976,570.349976,560.891052,2562954.0
2018-03-19,2032,574.0,574.0,563.700012,566.450012,557.055847,1501099.0
2018-03-20,2033,567.450012,577.049988,562.0,575.099976,565.562317,1329829.0
2018-03-21,2034,579.799988,579.799988,564.75,566.849976,557.4490969999998,1232152.0
2018-03-22,2035,569.650024,576.950012,553.799988,559.200012,549.926086,2725681.0
2018-03-23,2036,555.5,572.349976,551.400024,569.400024,559.956909,2132211.0
2018-03-26,2037,569.950012,590.0,567.299988,585.849976,576.134094,1384646.0
2018-03-27,2038,588.25,597.0,583.599976,586.5,576.773315,1852675.0
2018-03-28,2039,584.5,588.799988,573.0,575.5,565.955688,2085254.0
