Date,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume
2020-01-01,2469,432.950012,436.450012,431.25,434.299988,430.36734,2321850.0
2020-01-02,2470,434.0,442.600006,432.0,434.950012,431.011505,4555670.0
2020-01-03,2471,434.64999400000005,450.39999400000005,433.049988,444.600006,440.574127,9457180.0
2020-01-06,2472,440.89999400000005,444.700012,435.100006,439.950012,435.966217,4794923.0
2020-01-07,2473,441.39999400000005,448.0,437.549988,446.39999400000005,442.35781900000006,4504083.0
2020-01-08,2474,442.950012,446.5,439.0,440.100006,436.114838,3881918.0
2020-01-09,2475,442.700012,444.850006,439.0,439.850006,435.867126,3934566.0
2020-01-10,2476,440.100006,449.0,440.0,443.600006,439.58316,4334013.0
2020-01-13,2477,447.0,453.64999400000005,442.549988,444.600006,440.574127,4823348.0
2020-01-14,2478,447.0,449.5,444.39999400000005,446.0,441.961426,2708589.0
2020-01-15,2479,447.600006,450.700012,443.64999400000005,449.049988,444.983795,3054107.0
2020-01-16,2480,452.25,456.350006,447.39999400000005,449.049988,444.983795,4416809.0
2020-01-17,2481,448.200012,456.25,446.0,454.600006,450.483551,3216737.0
2020-01-20,2482,454.200012,456.200012,446.14999400000005,449.450012,445.38021900000007,2824739.0
2020-01-21,2483,448.0,451.75,446.0,447.39999400000005,443.348724,2573651.0
2020-01-22,2484,448.39999400000005,453.850006,445.350006,446.299988,442.258698,3412716.0
2020-01-23,2485,447.200012,452.200012,445.0,449.850006,445.776581,1875787.0
2020-01-24,2486,450.0,452.850006,446.799988,447.799988,443.745087,2153164.0
2020-01-27,2487,447.0,451.75,442.200012,448.39999400000005,444.339691,3530914.0
2020-01-28,2488,448.25,462.5,448.049988,452.89999400000005,448.79895,9487290.0
2020-01-29,2489,454.850006,456.75,449.450012,450.100006,446.024292,3103817.0
2020-01-30,2490,451.5,453.75,440.299988,442.100006,438.096771,3486193.0
2020-01-31,2491,442.600006,445.39999400000005,432.64999400000005,434.299988,430.36734,3757229.0
2020-02-03,2492,423.799988,428.89999400000005,414.0,417.549988,413.769043,4032780.0
2020-02-04,2493,416.950012,426.89999400000005,412.850006,425.64999400000005,421.79568499999993,4848610.0
2020-02-05,2494,429.5,431.39999400000005,421.89999400000005,426.25,422.390259,3826307.0
2020-02-06,2495,428.200012,438.0,424.0,430.64999400000005,426.750427,7745520.0
2020-02-07,2496,432.0,441.75,423.200012,430.799988,426.899078,7402556.0
2020-02-10,2497,428.549988,432.75,418.299988,420.299988,416.494141,3638523.0
2020-02-11,2498,422.0,424.700012,416.799988,418.549988,414.759979,4683072.0
2020-02-12,2499,418.799988,421.299988,414.0,414.600006,410.845764,4439987.0
2020-02-13,2500,414.600006,420.100006,412.0,418.950012,415.156372,3924569.0
2020-02-14,2501,420.0,424.75,416.5,418.549988,414.759979,2862205.0
2020-02-17,2502,416.200012,418.5,407.299988,408.399994,407.623566,2625157.0
2020-02-18,2503,407.0,410.850006,399.049988,408.649994,407.873077,4187206.0
2020-02-19,2504,410.399994,414.200012,400.600006,403.549988,402.782776,5910512.0
2020-02-20,2505,403.850006,411.5,403.549988,404.950012,404.180145,4000525.0
2020-02-24,2506,406.5,414.649994,395.799988,397.850006,397.093628,12668574.0
2020-02-25,2507,402.399994,402.399994,385.299988,388.899994,388.1606450000001,10050971.0
2020-02-26,2508,385.100006,386.950012,372.5,374.700012,373.98764,12146582.0
2020-02-27,2509,375.0,390.700012,369.450012,388.5,387.761414,15164166.0
2020-02-28,2510,379.649994,385.600006,371.100006,372.899994,372.19104,8439591.0
2020-03-02,2511,378.0,383.649994,363.350006,369.5,368.797516,6915567.0
2020-03-03,2512,374.0,396.399994,373.25,393.549988,392.801788,14474553.0
2020-03-04,2513,398.0,412.899994,387.350006,405.450012,404.679199,26369149.0
2020-03-05,2514,409.950012,414.799988,401.75,404.899994,404.130219,9874059.0
2020-03-06,2515,390.049988,403.200012,390.049988,400.899994,400.137817,6500912.0
2020-03-09,2516,396.049988,403.899994,385.549988,393.350006,392.602203,13151861.0
2020-03-11,2517,394.399994,395.25,380.049988,385.950012,385.216278,9127352.0
2020-03-12,2518,365.5,372.700012,346.399994,354.799988,354.125458,11662910.0
2020-03-13,2519,341.0,402.950012,325.0,384.200012,383.469604,15802632.0
2020-03-16,2520,376.0,396.399994,362.799988,368.549988,367.849304,14480298.0
2020-03-17,2521,376.0,395.600006,364.200012,370.149994,369.446289,12903597.0
2020-03-18,2522,383.399994,386.399994,355.100006,362.75,362.060364,12342300.0
2020-03-19,2523,351.700012,374.450012,347.649994,360.399994,359.714813,8728092.0
2020-03-20,2524,365.200012,379.5,362.200012,365.25,364.555603,10630619.0
2020-03-23,2525,345.0,354.700012,315.049988,324.5,323.883087,8018903.0
2020-03-24,2526,330.0,348.0,330.0,335.149994,334.512817,6408582.0
2020-03-25,2527,332.0,350.799988,329.549988,347.649994,346.989044,6174391.0
2020-03-26,2528,365.0,368.0,336.100006,338.299988,337.65683,11670467.0
2020-03-27,2529,347.0,352.5,333.0,338.25,337.606934,7745135.0
2020-03-30,2530,321.649994,344.0,312.0,332.700012,332.067505,11648241.0
2020-03-31,2531,340.100006,355.0,328.25,352.299988,351.630219,9954142.0
2020-04-01,2532,353.0,355.25,338.399994,343.549988,342.896851,6702159.0
2020-04-03,2533,343.950012,389.799988,340.0,375.950012,375.23526,28550430.0
2020-04-07,2534,398.0,422.850006,388.299988,417.350006,416.556549,29675052.0
2020-04-08,2535,419.0,448.75,413.149994,436.700012,435.86978099999993,27810872.0
2020-04-09,2536,454.39999400000005,473.89999400000005,443.39999400000005,454.450012,453.586029,31862948.0
2020-04-13,2537,462.950012,477.89999400000005,443.100006,462.350006,461.471008,30510226.0
2020-04-15,2538,474.89999400000005,488.5,444.100006,449.200012,448.346008,32508955.0
2020-04-16,2539,450.0,467.600006,449.200012,463.700012,462.818451,16932965.0
2020-04-17,2540,476.950012,476.950012,448.450012,457.100006,456.230988,19774082.0
