,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,338.0,339.5,336.0,337.549988,318.71234100000004,635013.0
1,2010-01-05,338.549988,342.399994,330.5,331.5,312.99993900000004,1664976.0
2,2010-01-06,332.0,348.899994,330.350006,344.899994,325.6521,3580916.0
3,2010-01-07,346.0,350.399994,340.5,342.049988,322.961212,1555841.0
4,2010-01-08,345.0,346.5,340.200012,341.100006,322.06424,913410.0
5,2010-01-11,343.799988,346.200012,341.0,342.299988,323.19723500000003,741426.0
6,2010-01-12,342.299988,344.399994,336.549988,339.649994,320.695129,1083070.0
7,2010-01-13,338.899994,345.700012,337.0,341.850006,322.772339,957815.0
8,2010-01-14,344.450012,345.0,340.0,340.799988,321.78094500000003,750438.0
9,2010-01-15,341.299988,353.0,338.649994,350.200012,330.65631099999996,2637077.0
10,2010-01-18,349.5,358.399994,345.100006,348.049988,328.626343,1472491.0
11,2010-01-19,348.899994,351.5,341.0,342.450012,323.338867,717425.0
12,2010-01-20,343.0,347.700012,341.399994,342.549988,323.433258,713101.0
13,2010-01-21,342.549988,347.950012,336.0,337.5,318.66503900000004,764069.0
14,2010-01-22,335.799988,337.0,323.350006,330.299988,311.866882,1541620.0
15,2010-01-25,325.0,332.700012,320.0,326.950012,308.70385699999997,527544.0
16,2010-01-27,326.0,326.850006,310.0,313.5,296.004456,1479710.0
17,2010-01-28,316.100006,328.0,314.200012,317.850006,300.111725,2473512.0
18,2010-01-29,318.100006,323.75,303.0,317.200012,299.49798599999997,2282638.0
19,2010-02-01,319.0,327.899994,316.5,326.049988,307.854065,964639.0
20,2010-02-02,326.049988,329.899994,311.25,313.75,296.240479,1101300.0
21,2010-02-03,318.850006,327.0,316.0,320.700012,302.80267299999997,668662.0
22,2010-02-04,320.5,320.700012,310.600006,313.149994,295.673981,883457.0
23,2010-02-05,310.0,313.0,304.600006,309.5,292.227722,1380008.0
25,2010-02-08,311.5,318.0,304.450012,316.75,299.073059,790303.0
26,2010-02-09,317.0,322.899994,314.350006,321.399994,303.463562,837918.0
27,2010-02-10,323.0,325.600006,311.25,312.25,294.824249,930007.0
28,2010-02-11,313.0,317.75,311.350006,312.100006,294.682617,536129.0
29,2010-02-15,313.0,317.950012,312.0,316.700012,299.025909,722606.0
30,2010-02-16,317.0,323.5,316.350006,322.5,304.502228,770797.0
31,2010-02-17,323.0,325.899994,317.049988,318.799988,301.008667,906159.0
32,2010-02-18,319.0,324.75,317.100006,318.0,300.25338700000003,565791.0
33,2010-02-19,318.0,319.0,313.100006,316.149994,298.506622,510660.0
34,2010-02-22,317.149994,320.399994,311.100006,312.799988,295.343536,756896.0
35,2010-02-23,312.549988,312.950012,305.350006,309.899994,292.605347,816336.0
36,2010-02-24,309.0,309.5,302.049988,303.149994,286.232056,1128945.0
37,2010-02-25,304.5,309.799988,301.799988,303.549988,286.609772,1838444.0
38,2010-02-26,305.0,319.0,303.350006,316.149994,298.506622,1066163.0
39,2010-03-02,311.0,319.950012,311.0,315.299988,297.703949,699176.0
40,2010-03-03,316.0,321.899994,315.549988,320.549988,302.661041,1130913.0
