,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,302.860992,304.927002,297.35199,298.59201,280.729706,3215432.0
1,2010-01-05,301.391998,304.834991,298.867004,303.320007,285.174896,4685390.0
2,2010-01-06,305.707001,307.72699,299.417999,300.10699500000004,282.154144,4802900.0
3,2010-01-07,301.48400899999996,306.67199700000003,301.16299399999997,302.447998,284.355072,4213710.0
4,2010-01-08,302.76901200000003,304.329987,298.08700600000003,298.45401,280.60006699999997,2892365.0
5,2010-01-11,303.916992,303.916992,298.867004,302.035004,283.966858,3423318.0
6,2010-01-12,303.091003,306.579987,294.18399,295.882996,278.182861,7087638.0
7,2010-01-13,295.194,295.608002,289.455994,292.347992,274.85922200000005,4682874.0
8,2010-01-14,293.083008,296.20401,291.246002,292.027008,274.557465,4269360.0
9,2010-01-15,291.98098799999997,296.113007,290.14401200000003,291.429993,273.996246,4800164.0
10,2010-01-18,291.06298799999996,296.29599,290.282013,294.459991,276.84491,4268232.0
11,2010-01-19,294.734985,299.14300499999996,292.072998,294.321991,276.715179,4231079.0
12,2010-01-20,295.23999,305.110992,295.23999,304.37600699999996,286.167725,9929177.0
13,2010-01-21,302.99899300000004,305.752991,294.919006,296.02099599999997,278.312531,4307799.0
14,2010-01-22,292.62298599999997,302.99899300000004,289.22601299999997,295.79098500000003,278.096283,9471058.0
15,2010-01-25,295.79098500000003,304.60598799999997,292.347992,303.825012,285.649719,5880014.0
16,2010-01-27,302.540009,304.652008,293.816986,296.480011,278.74408,5493886.0
17,2010-01-28,297.48999,301.024994,285.553009,287.987,270.759125,8299959.0
18,2010-01-29,285.553009,288.216003,279.264008,281.329987,264.500397,7455754.0
19,2010-02-01,280.044006,288.03299,280.044006,285.737,268.643738,4209729.0
20,2010-02-02,288.766998,289.868988,281.053986,282.477997,265.579681,5002944.0
21,2010-02-03,284.63501,287.160004,281.42199700000003,283.71701,266.744659,3974576.0
22,2010-02-04,281.881012,283.71701,275.91299399999997,279.217987,262.51474,2808775.0
23,2010-02-05,277.290009,279.539001,270.31201200000004,275.49899300000004,259.018188,4264660.0
25,2010-02-08,277.38198900000003,285.093994,274.903015,283.119995,266.183289,5237082.0
26,2010-02-09,284.63501,290.602997,281.881012,287.528015,270.327606,6672234.0
27,2010-02-10,289.22601299999997,292.347992,282.983002,289.50201400000003,272.183533,5900595.0
28,2010-02-11,289.684998,291.889008,285.324005,288.766998,271.492493,3673279.0
