,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,65.800003,68.995003,64.614998,67.565002,33.392639,410060.0
1,2010-01-05,66.625,68.5,65.004997,65.309998,32.278149,235170.0
2,2010-01-06,65.699997,66.5,64.230003,64.764999,32.008793,128710.0
3,2010-01-07,65.5,65.5,63.599998,63.860001000000004,31.561515999999997,85830.0
4,2010-01-08,66.050003,68.5,63.799999,64.720001,31.986553000000004,988000.0
5,2010-01-11,65.0,65.900002,63.68,64.315002,31.78639,1147460.0
6,2010-01-12,63.014998999999996,64.389999,61.055,61.529999,30.409962,213100.0
7,2010-01-13,62.0,62.169998,60.305,60.77,30.034346000000003,126660.0
8,2010-01-14,62.84,62.84,60.5,60.794998,30.0467,172990.0
9,2010-01-15,61.900002,64.400002,61.5,62.845001,31.059875,454640.0
10,2010-01-18,62.900002,66.0,62.5,64.139999,31.6999,1306970.0
11,2010-01-19,64.199997,65.0,62.605,63.209998999999996,31.240263,177520.0
12,2010-01-20,63.705002,63.98,61.529999,61.860001000000004,30.573053,73470.0
13,2010-01-21,61.700001,63.389998999999996,60.605,60.98,30.138134,101500.0
14,2010-01-22,61.200001,61.200001,59.130001,60.299999,29.802061,99660.0
15,2010-01-25,60.700001,61.384997999999996,59.110001000000004,59.555,29.433859,83170.0
16,2010-01-27,55.365002000000004,60.0,55.365002000000004,56.860001000000004,28.101909999999997,72060.0
17,2010-01-28,57.0,59.0,53.264998999999996,57.605,28.470108000000003,618290.0
18,2010-01-29,59.049999,59.049999,55.799999,56.785,28.064838,53470.0
19,2010-02-01,57.5,60.049999,56.5,58.884997999999996,29.102721999999996,62190.0
20,2010-02-02,61.599998,61.599998,56.610001000000004,57.189999,28.264996999999997,62940.0
21,2010-02-03,57.5,58.785,57.16,57.575001,28.455285999999997,38640.0
22,2010-02-04,57.0,58.0,55.099998,55.369999,27.365501000000002,64520.0
23,2010-02-05,54.200001,55.099998,51.0,52.619999,26.006372,393790.0
25,2010-02-08,58.0,59.0,54.02,54.474998,26.923168,156380.0
26,2010-02-09,54.994999,56.0,54.299999,54.82,27.093678999999998,78990.0
27,2010-02-10,55.689999,55.689999,53.514998999999996,54.125,26.750189000000002,52930.0
28,2010-02-11,54.0,56.400002,53.5,53.880001,26.629107,78590.0
29,2010-02-15,54.990002000000004,55.860001000000004,51.450001,51.849998,25.625818,286600.0
30,2010-02-16,52.384997999999996,53.695,52.294998,52.75,26.070621,1165000.0
31,2010-02-17,53.485001000000004,61.965,52.599998,59.119999,29.218866,3854610.0
32,2010-02-18,58.814999,60.700001,57.23,57.860001000000004,28.596135999999998,1901420.0
33,2010-02-19,57.400002,57.945,56.299999,57.029999,28.185925,264580.0
34,2010-02-22,58.990002000000004,59.5,57.200001,58.200001,28.764181,375730.0
35,2010-02-23,57.200001,58.5,57.130001,57.849998,28.591198,126300.0
36,2010-02-24,57.330002,58.369999,57.330002,57.595001,28.465165999999996,56180.0
37,2010-02-25,57.974998,58.299999,55.5,57.110001000000004,28.225464000000002,88270.0
38,2010-02-26,56.514998999999996,59.59,56.424999,58.400002,28.863018,222210.0
39,2010-03-02,60.0,63.799999,60.0,62.990002000000004,31.13154,723600.0
40,2010-03-03,67.099998,67.790001,63.0,66.974998,33.101044,1131190.0
41,2010-03-04,66.800003,66.800003,65.199997,65.504997,32.374522999999996,231020.0
42,2010-03-05,65.800003,66.599998,63.060001,63.599998,35.193909000000005,165840.0
43,2010-03-08,67.885002,67.885002,63.0,63.145,34.942122999999995,152320.0
44,2010-03-09,64.599998,64.839996,62.275002,62.66,34.673744,220510.0
45,2010-03-10,62.799999,63.799999,61.564999,62.455002,34.56031,78130.0
46,2010-03-11,63.200001,63.799999,61.849998,62.700001,34.695881,72810.0
47,2010-03-12,63.0,63.400002,61.5,62.735001000000004,34.715252,80500.0
48,2010-03-15,63.439999,63.439999,61.049999,62.205002,34.421966999999995,44900.0
49,2010-03-16,62.299999,63.5,61.400002,62.869999,34.789955,74440.0
50,2010-03-17,63.674999,63.674999,62.400002,62.540001000000004,34.607346,30050.0
51,2010-03-18,62.200001,63.494999,62.200001,62.605,34.643318,59820.0
52,2010-03-19,62.494999,63.0,62.005001,62.459998999999996,34.563076,58770.0
53,2010-03-22,63.494999,63.494999,60.5,61.505001,34.034611,128590.0
54,2010-03-23,60.0,63.185001,60.0,62.040001000000004,34.330666,91080.0
55,2010-03-25,61.400002,62.5,60.825001,61.775002,34.184025,54780.0
56,2010-03-26,60.099998,62.799999,60.099998,62.0,34.308533000000004,50890.0
57,2010-03-29,61.625,62.5,61.110001000000004,62.209998999999996,34.424732,43950.0
58,2010-03-30,61.799999,65.5,61.799999,64.510002,35.697468,163270.0
59,2010-03-31,63.224998,66.199997,63.224998,65.135002,36.043324,129730.0
60,2010-04-01,65.135002,66.489998,64.5,66.07,36.560719,204530.0
61,2010-04-05,67.349998,69.300003,66.0,68.07,37.667446000000005,316480.0
