,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,116.155998,118.125,115.692001,116.733002,60.43470799999999,2921497.0
1,2010-01-05,113.414001,118.265999,113.414001,117.759003,60.965874,7726578.0
2,2010-01-06,118.54699699999999,118.54699699999999,115.903,116.972,60.55843,3936992.0
3,2010-01-07,117.731003,120.277,117.014,119.91100300000001,62.080009,5615072.0
4,2010-01-08,119.390999,122.428001,119.390999,120.585999,62.429455000000004,7010777.0
5,2010-01-11,121.219002,122.175003,119.530998,121.612999,62.961147,7027047.0
6,2010-01-12,120.234001,122.005997,119.811996,120.262001,62.26171899999999,3445010.0
7,2010-01-13,120.094002,120.094002,118.433998,119.67199699999999,61.956264000000004,3347054.0
8,2010-01-14,120.094002,121.780998,119.615997,120.922997,62.603931,6388985.0
9,2010-01-15,120.810997,121.219002,119.446999,119.67199699999999,61.956264000000004,2878386.0
10,2010-01-18,119.95300300000001,124.819,118.997002,123.32800300000001,63.849052,8875093.0
11,2010-01-19,123.890999,125.155998,119.025002,119.827003,62.03651,8023865.0
12,2010-01-20,120.094002,121.780998,115.875,118.518997,61.359337,9927172.0
13,2010-01-21,118.941002,119.869003,114.890999,115.664001,59.88125600000001,4275520.0
14,2010-01-22,115.002998,115.311996,111.164001,112.43,58.206963,11014681.0
15,2010-01-25,112.654999,113.527,111.248001,112.514,58.250443000000004,4095321.0
16,2010-01-27,111.094002,112.893997,107.57800300000001,109.941002,56.91836899999999,7898507.0
17,2010-01-28,111.094002,113.061996,109.153,111.627998,57.791759,8775957.0
18,2010-01-29,111.515999,111.938004,109.462997,110.827003,57.377064000000004,4527360.0
19,2010-02-01,111.375,116.775002,110.25,116.043999,60.077983999999994,5224302.0
20,2010-02-02,116.719002,117.477997,111.122002,112.050003,58.010239,4249735.0
21,2010-02-03,113.597,115.706001,113.105003,114.102997,59.073101,3134507.0
22,2010-02-04,115.819,119.390999,115.819,117.759003,60.965874,11418937.0
23,2010-02-05,116.57800300000001,118.969002,114.258003,116.972,60.55843,11634140.0
25,2010-02-08,118.139,119.530998,114.188004,115.341003,59.714034999999996,9353867.0
26,2010-02-09,115.383003,116.438004,114.497002,114.946999,59.510059,4090716.0
27,2010-02-10,115.861,116.859001,114.074997,114.75,59.408073,5994055.0
28,2010-02-11,115.537003,116.508003,115.355003,115.945,60.02673000000001,2614581.0
29,2010-02-15,112.780998,117.393997,112.780998,114.427002,59.240849,3112836.0
30,2010-02-16,114.862999,115.791,113.709,115.341003,59.714034999999996,4390603.0
31,2010-02-17,115.875,116.564003,114.792,115.566002,59.830524,4977948.0
32,2010-02-18,115.311996,115.311996,113.259003,113.653,58.840118000000004,5088284.0
33,2010-02-19,113.653,114.158997,112.050003,113.765999,58.898628,3517454.0
34,2010-02-22,114.75,115.311996,113.344002,113.737999,58.884129,2639609.0
35,2010-02-23,113.751999,115.537003,113.358002,114.946999,59.510059,3499812.0
36,2010-02-24,113.709,115.297997,113.344002,114.230003,59.138851,3900736.0
37,2010-02-25,114.188004,114.230003,111.585999,112.261002,58.119473,5027556.0
38,2010-02-26,113.849998,115.875,111.403,112.162003,58.068214000000005,8390187.0
39,2010-03-02,113.358002,113.498001,109.941002,110.418999,57.165829,5953682.0
40,2010-03-03,111.094002,113.147003,110.572998,112.528,58.257690000000004,4213508.0
41,2010-03-04,113.061996,113.133003,111.248001,112.528,58.257690000000004,5039861.0
42,2010-03-05,113.905998,115.566002,113.20300300000001,114.988998,59.531799,4384508.0
43,2010-03-08,116.33899699999999,117.337997,115.327003,115.650002,59.874012,6092238.0
44,2010-03-09,115.861,116.29699699999999,113.779999,114.637001,59.349571,2176128.0
45,2010-03-10,115.030998,115.509003,113.947998,114.581001,59.320572,3160476.0
46,2010-03-11,115.030998,117.844002,114.356003,117.351997,60.755157,5351527.0
47,2010-03-12,117.633003,119.418999,117.322998,117.900002,61.038879,5610005.0
48,2010-03-15,117.140999,117.547997,115.058998,115.636002,59.866764,2438709.0
49,2010-03-16,115.030998,117.280998,112.79499799999999,116.452003,60.289223,2097771.0
50,2010-03-17,116.691002,119.460999,116.691002,118.391998,61.293591000000006,1973781.0
51,2010-03-18,118.688004,119.362999,117.126999,117.689003,60.92963,1502859.0
52,2010-03-19,117.322998,119.109001,115.959,116.466003,60.296482,2669476.0
53,2010-03-22,116.719002,118.069,114.08899699999999,114.652,59.357327000000005,3218912.0
54,2010-03-23,115.101997,116.155998,113.905998,114.708,59.38633000000001,3456021.0
55,2010-03-25,114.75,114.75,112.5,112.977997,58.490665,14372380.0
56,2010-03-26,113.061996,114.130997,112.584,112.935997,58.468929,10324779.0
57,2010-03-29,113.061996,113.273003,111.431,112.668999,58.330692000000006,6753543.0
58,2010-03-30,113.061996,113.33000200000001,112.219002,112.612999,58.301701,10056633.0
