,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,1732.9000239999998,1738.5,1702.300049,1712.949951,1169.489014,333481.0
1,2010-01-05,1723.0,1730.0,1711.1500239999998,1717.4000239999998,1172.5271,373950.0
2,2010-01-06,1721.0,1721.0,1683.5999760000002,1695.4000239999998,1157.506836,512455.0
3,2010-01-07,1705.0,1705.0,1637.0,1653.199951,1128.695557,433144.0
4,2010-01-08,1659.699951,1667.400024,1616.099976,1645.199951,1123.233765,471781.0
5,2010-01-11,1650.0,1688.449951,1648.0,1676.400024,1144.5351560000001,249598.0
6,2010-01-12,1676.400024,1688.800049,1632.300049,1644.75,1122.926514,381602.0
7,2010-01-13,1640.099976,1661.0,1607.5,1625.75,1109.954468,559327.0
8,2010-01-14,1635.0,1643.300049,1615.199951,1621.300049,1106.91626,451344.0
9,2010-01-15,1630.0,1640.0,1616.0,1625.349976,1109.68103,215112.0
10,2010-01-18,1616.0,1697.0,1601.0,1694.5999760000002,1156.9608150000001,383077.0
11,2010-01-19,1694.5999760000002,1700.800049,1656.099976,1664.099976,1136.137451,178910.0
12,2010-01-20,1665.0,1694.0,1647.699951,1688.6500239999998,1152.8983150000001,347805.0
13,2010-01-21,1675.099976,1692.0,1645.300049,1653.199951,1128.695557,210985.0
14,2010-01-22,1632.5,1665.0,1595.0,1649.400024,1126.101074,364642.0
15,2010-01-25,1649.0,1658.699951,1616.0,1621.449951,1107.018555,299520.0
16,2010-01-27,1609.800049,1638.5,1540.25,1550.150024,1058.339966,790006.0
17,2010-01-28,1565.0,1571.949951,1522.0,1539.099976,1050.79541,1502871.0
18,2010-01-29,1525.25,1575.0,1495.0,1559.0,1064.38208,432901.0
19,2010-02-01,1588.699951,1588.699951,1536.300049,1580.949951,1079.36792,209979.0
20,2010-02-02,1599.400024,1605.0,1550.0,1568.449951,1070.833862,338167.0
21,2010-02-03,1585.0,1631.949951,1572.199951,1599.599976,1092.101074,472444.0
22,2010-02-04,1595.0,1623.699951,1568.599976,1600.449951,1092.681274,193176.0
23,2010-02-05,1575.0,1595.5,1522.650024,1585.400024,1082.4063720000001,289159.0
25,2010-02-08,1588.699951,1619.900024,1567.199951,1578.25,1077.524536,286278.0
26,2010-02-09,1569.400024,1625.0,1561.300049,1618.300049,1104.868286,632885.0
27,2010-02-10,1630.0,1639.0,1592.0,1630.650024,1113.300049,867135.0
28,2010-02-11,1638.0,1701.0,1621.0,1690.949951,1154.4685060000002,769067.0
29,2010-02-15,1690.0,1725.0,1662.5,1704.3499760000002,1163.617554,747800.0
30,2010-02-16,1714.699951,1714.699951,1677.0,1695.4000239999998,1157.506836,292129.0
31,2010-02-17,1700.449951,1709.9000239999998,1680.300049,1698.4000239999998,1159.554932,575364.0
32,2010-02-18,1708.699951,1718.0,1688.199951,1703.0,1162.695557,230212.0
33,2010-02-19,1671.550049,1698.0,1659.199951,1680.3499760000002,1147.231567,238997.0
34,2010-02-22,1724.8499760000002,1724.8499760000002,1695.4000239999998,1707.25,1165.597168,211647.0
35,2010-02-23,1690.0,1715.0,1675.599976,1693.8499760000002,1156.448486,325274.0
36,2010-02-24,1688.0,1689.0,1652.400024,1672.25,1141.701782,283000.0
37,2010-02-25,1675.650024,1713.0,1643.349976,1700.25,1160.818115,906439.0
38,2010-02-26,1691.6500239999998,1800.0,1690.25,1777.6500239999998,1213.661743,414280.0
39,2010-03-02,1790.0,1808.0,1780.0,1794.5,1225.1660160000001,407909.0
40,2010-03-03,1810.0,1819.75,1795.0,1811.800049,1236.977051,296134.0
41,2010-03-04,1809.9000239999998,1811.8499760000002,1781.0,1800.4000239999998,1229.1938480000001,275290.0
42,2010-03-05,1799.0,1894.699951,1799.0,1870.5999760000002,1277.121826,360018.0
43,2010-03-08,1880.0,1927.9000239999998,1876.0,1913.9000239999998,1306.684204,686239.0
44,2010-03-09,1901.5999760000002,1918.5,1868.199951,1875.949951,1280.774414,441606.0
45,2010-03-10,1889.800049,1954.0,1878.199951,1939.6500239999998,1324.264893,567857.0
46,2010-03-11,1941.25,1944.699951,1901.300049,1912.1500239999998,1305.489624,670880.0
47,2010-03-12,1860.4000239999998,1932.050049,1860.4000239999998,1918.550049,1309.8588869999999,373725.0
48,2010-03-15,1931.0,1944.699951,1903.199951,1910.75,1304.533691,373530.0
49,2010-03-16,1910.75,1939.050049,1905.0,1913.949951,1306.718018,189726.0
50,2010-03-17,1938.0,1943.75,1916.300049,1931.5,1318.700317,204551.0
51,2010-03-18,1931.5,1943.699951,1925.0,1934.5999760000002,1320.8167720000001,324542.0
52,2010-03-19,1949.0,1977.9000239999998,1935.0,1968.199951,1343.756714,461442.0
53,2010-03-22,1950.0,1967.5,1935.25,1949.949951,1331.2967529999999,335754.0
54,2010-03-23,1958.800049,1977.550049,1927.0,1938.0999760000002,1323.206177,261757.0
55,2010-03-25,1920.0,2058.0,1920.0,2023.5999760000002,1381.580322,1211336.0
56,2010-03-26,2027.699951,2079.649902,1990.9000239999998,2010.75,1372.807007,1204017.0
57,2010-03-29,2012.0,2036.6500239999998,2000.0,2006.199951,1369.700684,336444.0
58,2010-03-30,2048.800049,2057.949951,1961.550049,1967.3499760000002,1343.17627,688516.0
59,2010-03-31,2001.0,2030.0,1936.0,1944.4000239999998,1327.5076900000001,594801.0
60,2010-04-01,1965.0,1978.800049,1938.1500239999998,1945.25,1328.087769,398203.0
61,2010-04-05,1954.0,2059.0,1948.0999760000002,2038.25,1391.5823970000001,607069.0
62,2010-04-06,2050.0,2078.800049,2028.5,2039.0999760000002,1392.162476,535341.0
63,2010-04-07,2058.0,2075.949951,2020.0,2038.0999760000002,1391.479858,475419.0
64,2010-04-08,2035.0,2060.0,2006.0999760000002,2017.25,1377.244751,374813.0
65,2010-04-09,2030.0,2072.0,2030.0,2056.949951,1404.349365,365094.0
66,2010-04-12,2060.0,2094.0,2060.0,2085.949951,1424.1485599999999,481369.0
67,2010-04-13,2049.0,2050.0,1974.0,1977.1500239999998,1403.70166,764081.0
68,2010-04-15,1980.0,2017.300049,1945.6500239999998,1953.1500239999998,1386.662842,733433.0
69,2010-04-16,1951.0,1971.699951,1915.0999760000002,1923.199951,1365.39917,449227.0
70,2010-04-19,1910.0,1918.800049,1878.25,1896.4000239999998,1346.372314,775826.0
71,2010-04-20,1905.0,1940.0,1845.0,1852.550049,1315.240601,1374339.0
72,2010-04-21,1880.0,1895.0,1851.0,1889.1500239999998,1341.225342,733940.0
73,2010-04-22,1889.1500239999998,1925.0,1871.5,1910.5999760000002,1356.453857,798540.0
74,2010-04-23,1919.949951,1921.5999760000002,1872.0,1879.6500239999998,1334.4803470000002,279837.0
75,2010-04-26,1890.0,1911.800049,1863.0,1869.75,1327.451782,469439.0
76,2010-04-27,1879.0,1892.0,1857.050049,1862.449951,1322.269043,451266.0
77,2010-04-28,1850.0,1868.0,1840.0,1848.8499760000002,1312.6136470000001,262547.0
78,2010-04-29,1854.0,1868.9000239999998,1810.0,1832.550049,1301.0410160000001,507018.0
79,2010-04-30,1848.699951,1939.0,1840.0,1915.4000239999998,1359.861694,750274.0
80,2010-05-03,1900.0,1944.199951,1881.199951,1920.5,1363.482544,727052.0
81,2010-05-04,1943.0,1943.0,1912.0,1921.6500239999998,1364.29895,319439.0
82,2010-05-05,1886.300049,1895.0,1863.0999760000002,1889.1500239999998,1341.225342,461047.0
