,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,116.667,119.733002,115.699997,116.233002,97.2416,2254702.0
1,2010-01-05,120.0,122.967003,116.699997,121.932999,102.010262,2834944.0
2,2010-01-06,122.333,122.599998,118.067001,119.766998,100.198166,1808084.0
3,2010-01-07,120.400002,121.567001,118.0,118.633003,99.24945100000001,795440.0
4,2010-01-08,118.667,119.699997,116.199997,117.900002,98.636223,1325607.0
5,2010-01-11,117.932999,120.467003,116.699997,117.032997,97.910881,1353213.0
6,2010-01-12,117.032997,118.300003,112.067001,112.599998,94.202187,892738.0
7,2010-01-13,112.667,115.667,111.067001,114.667,95.93145799999999,669516.0
8,2010-01-14,115.599998,118.532997,112.099998,112.733002,94.313469,961294.0
9,2010-01-15,115.233002,115.233002,110.699997,111.167,93.003326,927808.0
10,2010-01-18,112.067001,114.833,111.333,113.300003,94.787834,1714378.0
11,2010-01-19,114.400002,114.400002,111.333,111.599998,93.36556999999999,516950.0
12,2010-01-20,112.0,112.5,109.333,109.967003,91.999397,1898559.0
13,2010-01-21,110.0,111.133003,107.599998,108.900002,91.106735,1052816.0
14,2010-01-22,106.667,108.0,103.432999,106.699997,89.266205,1208554.0
15,2010-01-25,107.199997,108.0,105.467003,106.733002,89.2938,353222.0
16,2010-01-27,107.199997,107.199997,103.067001,103.599998,86.67270699999999,813660.0
17,2010-01-28,105.967003,107.0,104.599998,105.133003,87.95523100000001,1197128.0
18,2010-01-29,104.0,105.032997,102.333,103.599998,86.67270699999999,1090250.0
19,2010-02-01,105.266998,105.366997,102.333,103.0,86.170746,990854.0
20,2010-02-02,104.532997,104.766998,99.699997,101.133003,84.60880999999999,837351.0
21,2010-02-03,101.400002,105.766998,100.532997,104.900002,87.7603,1591876.0
22,2010-02-04,104.667,107.233002,103.800003,104.432999,87.369606,2186901.0
23,2010-02-05,102.667,105.866997,100.366997,102.900002,86.087082,1329260.0
25,2010-02-08,104.667,104.667,101.467003,101.900002,85.250473,463610.0
26,2010-02-09,103.199997,103.199997,101.133003,101.866997,85.22287,1314008.0
27,2010-02-10,102.667,103.032997,100.733002,101.233002,84.692459,352016.0
28,2010-02-11,101.866997,102.432999,100.400002,100.733002,84.27415500000001,292598.0
29,2010-02-15,101.300003,102.432999,99.366699,100.800003,84.330208,828448.0
30,2010-02-16,101.067001,101.667,99.766701,100.0,83.660912,945034.0
31,2010-02-17,101.266998,104.333,100.866997,103.932999,86.951309,1116966.0
32,2010-02-18,105.0,105.599998,104.0,105.032997,87.871574,1183498.0
33,2010-02-19,106.0,106.667,103.467003,104.0,87.007355,1288294.0
34,2010-02-22,105.333,105.333,103.067001,103.967003,86.979759,587325.0
35,2010-02-23,103.133003,106.667,103.032997,106.567001,89.154938,1372148.0
36,2010-02-24,106.266998,106.532997,102.233002,103.333,86.449333,1010328.0
37,2010-02-25,104.467003,105.300003,100.733002,101.199997,84.66484799999999,1056158.0
38,2010-02-26,102.0,102.699997,100.133003,100.932999,84.44148299999999,627318.0
39,2010-03-02,102.633003,102.633003,101.333,102.067001,85.390198,263133.0
40,2010-03-03,102.800003,104.333,102.667,104.0,87.007355,1156731.0
41,2010-03-04,103.866997,105.099998,103.067001,104.0,87.007355,1766482.0
42,2010-03-05,104.333,110.067001,103.599998,109.400002,91.52504,3555266.0
43,2010-03-08,112.532997,112.532997,106.400002,107.199997,89.684502,1325590.0
44,2010-03-09,107.400002,107.900002,104.967003,105.366997,88.150993,445551.0
45,2010-03-10,106.0,106.866997,105.067001,105.900002,88.596901,1291446.0
46,2010-03-11,105.900002,108.133003,104.067001,107.300003,89.768158,704499.0
47,2010-03-12,107.633003,107.667,104.467003,105.699997,88.429588,611961.0
48,2010-03-15,105.699997,105.900002,103.032997,104.333,87.285942,1035984.0
49,2010-03-16,105.266998,105.266998,102.667,104.032997,87.034973,857109.0
50,2010-03-17,104.333,107.333,104.333,105.699997,88.429588,547720.0
51,2010-03-18,105.699997,108.0,103.333,103.567001,86.645096,1860774.0
52,2010-03-19,104.667,104.967003,103.333,104.532997,87.45326999999999,625806.0
53,2010-03-22,103.333,105.800003,102.133003,103.333,86.449333,1223277.0
54,2010-03-23,104.866997,104.866997,102.733002,103.667,86.728767,270926.0
55,2010-03-25,103.532997,104.0,100.0,100.800003,84.330208,1927060.0
56,2010-03-26,101.633003,102.0,100.300003,100.599998,84.162888,804068.0
57,2010-03-29,100.967003,101.300003,98.733299,99.066704,82.880112,1255238.0
58,2010-03-30,99.666702,100.067001,97.866699,98.400002,82.322342,733359.0
59,2010-03-31,99.133301,101.099998,97.333298,99.466698,83.214752,1967145.0
60,2010-04-01,100.0,100.667,98.833298,99.599998,83.32627099999999,909012.0
61,2010-04-05,98.0,101.167,98.0,100.133003,83.772194,902718.0
62,2010-04-06,100.667,103.300003,100.067001,102.667,85.892151,1967328.0
63,2010-04-07,103.667,104.099998,101.733002,102.467003,85.724838,912932.0
64,2010-04-08,102.0,104.099998,101.633003,102.900002,86.087082,1020498.0
65,2010-04-09,102.599998,103.300003,101.067001,101.932999,85.278091,2443688.0
66,2010-04-12,101.366997,101.900002,99.800003,100.766998,84.30259699999999,1538208.0
67,2010-04-13,101.0,101.932999,99.466698,100.032997,83.688515,740025.0
68,2010-04-15,95.033302,101.599998,95.033302,100.432999,84.023163,666090.0
69,2010-04-16,100.300003,100.800003,98.866699,99.800003,83.49359100000001,573166.0
